CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
891,45,Male,11,102.27,One-Year,DSL,1304.24,No,Yes
21,59,Female,6,73.56,One-Year,DSL,441.36,No,Yes
855,61,Male,24,80.75,Two-Year,,4211.68,Yes,No
752,45,Male,2,79.56,One-Year,Fiber Optic,1196.26,Yes,Yes
564,45,Male,6,69.87,Month-to-Month,,1568.0,No,Yes
559,45,Female,9,71.32,Month-to-Month,DSL,834.6,No,Yes
740,62,Female,39,86.28,Two-Year,Fiber Optic,1768.95,No,Yes
783,51,Female,17,117.13,Two-Year,Fiber Optic,6389.04,Yes,Yes
479,34,Male,8,37.14,One-Year,Fiber Optic,288.4,Yes,Yes
9335,47,Female,98,62.14,Two-Year,DSL,6089.72,No,No
9305,47,Male,66,25.82,One-Year,,1704.12,No,No
441,41,Male,15,63.43,Month-to-Month,DSL,125.13,Yes,No
974,38,Female,23,114.65,Month-to-Month,Fiber Optic,2636.9500000000003,Yes,Yes
9115,41,Female,27,45.67,Two-Year,,1233.09,Yes,No
884,55,Female,23,57.52,Two-Year,Fiber Optic,1322.96,Yes,No
518,42,Male,27,46.9,Month-to-Month,DSL,80.09,No,Yes
157,63,Female,16,90.98,Two-Year,DSL,1455.68,Yes,No
300,66,Male,0,42.97,Two-Year,,712.6,No,Yes
887,50,Male,7,91.4,Month-to-Month,DSL,639.8000000000001,No,Yes
9344,56,Female,35,68.46,One-Year,,2396.1,Yes,No
898,47,Female,1,102.89,Month-to-Month,DSL,214.5,No,Yes
339,41,Female,8,113.84,Month-to-Month,Fiber Optic,1317.29,Yes,Yes
527,39,Female,3,105.36,One-Year,DSL,0.0,Yes,Yes
243,49,Male,15,38.55,One-Year,DSL,5319.44,Yes,Yes
153,48,Male,13,58.58,One-Year,Fiber Optic,179.1,No,Yes
693,50,Female,9,97.5,Two-Year,,1058.76,Yes,Yes
895,52,Female,43,81.93,One-Year,Fiber Optic,1178.76,Yes,Yes
808,42,Female,62,72.09,One-Year,Fiber Optic,639.8,Yes,Yes
630,57,Female,37,93.85,Month-to-Month,DSL,728.37,No,Yes
202,66,Female,3,35.27,Month-to-Month,Fiber Optic,2121.24,No,Yes
192,54,Male,27,90.55,One-Year,Fiber Optic,118.42,No,Yes
459,39,Female,49,54.45,Two-Year,,2668.05,No,Yes
976,40,Female,1,96.37,Month-to-Month,Fiber Optic,80.09,No,Yes
79,45,Male,22,103.34,One-Year,Fiber Optic,2273.48,Yes,Yes
9251,31,Male,102,45.42,One-Year,,4632.84,Yes,No
826,59,Male,36,115.13,Two-Year,,223.25,Yes,Yes
414,66,Female,3,69.58,Month-to-Month,Fiber Optic,406.49,No,Yes
907,31,Male,4,41.3,One-Year,,165.2,No,Yes
855,61,Male,18,68.82,Month-to-Month,Fiber Optic,614.4,No,Yes
407,25,Female,5,78.72,One-Year,Fiber Optic,0.0,No,Yes
9008,31,Female,115,44.81,One-Year,Fiber Optic,5153.15,Yes,No
381,36,Male,9,45.61,Month-to-Month,Fiber Optic,410.49,Yes,Yes
948,38,Female,23,70.88,Two-Year,,1630.2399999999998,No,Yes
883,39,Male,16,67.55,Month-to-Month,,2542.96,Yes,Yes
32,46,Female,30,63.79,Month-to-Month,Fiber Optic,804.24,No,Yes
521,32,Female,2,112.48,Month-to-Month,DSL,90.58,No,Yes
716,56,Male,6,65.27,One-Year,,391.62,No,Yes
9153,62,Male,97,40.39,Two-Year,DSL,3917.83,Yes,No
687,42,Male,24,50.19,One-Year,,1204.56,No,Yes
9048,56,Male,86,38.76,Two-Year,Fiber Optic,3333.36,Yes,No
84,39,Female,4,32.02,Two-Year,DSL,2418.45,Yes,No
306,46,Male,1,81.38,One-Year,Fiber Optic,81.38,Yes,Yes
210,83,Male,2,86.04,Month-to-Month,DSL,172.08,No,Yes
752,36,Female,3,107.9,One-Year,,65.96,No,Yes
9126,67,Male,26,65.28,Two-Year,DSL,1697.28,Yes,No
9319,49,Female,101,53.44,One-Year,DSL,5397.44,Yes,No
388,31,Female,16,89.36,Two-Year,DSL,3316.5,No,No
886,63,Male,6,90.53,Two-Year,DSL,543.1800000000001,Yes,Yes
4,66,Female,23,74.33,Month-to-Month,,416.26,Yes,Yes
918,46,Female,23,51.04,One-Year,Fiber Optic,1173.92,Yes,No
36,44,Female,7,107.82,Two-Year,,1297.56,Yes,Yes
473,47,Male,1,92.74,One-Year,DSL,1013.1,Yes,No
192,53,Female,39,34.68,Month-to-Month,Fiber Optic,1352.52,Yes,Yes
547,39,Male,15,84.87,One-Year,Fiber Optic,7156.8,No,Yes
9179,38,Male,60,31.35,Two-Year,DSL,1881.0,No,No
109,35,Female,23,75.89,One-Year,DSL,586.96,No,Yes
484,47,Female,4,110.85,Month-to-Month,DSL,443.4,Yes,Yes
916,47,Female,22,82.7,Month-to-Month,DSL,1819.4,Yes,Yes
461,29,Male,6,116.23,Month-to-Month,Fiber Optic,656.48,No,Yes
278,38,Female,12,119.05,One-Year,Fiber Optic,1428.6,No,Yes
989,42,Male,12,79.71,Month-to-Month,DSL,956.52,Yes,Yes
9279,34,Male,70,35.56,Two-Year,DSL,2489.2,Yes,No
239,31,Female,7,64.11,Month-to-Month,DSL,345.12,Yes,Yes
425,42,Female,101,35.27,One-Year,Fiber Optic,71.16,No,Yes
572,61,Male,28,90.82,Month-to-Month,DSL,2542.96,Yes,Yes
273,45,Female,22,88.48,Month-to-Month,Fiber Optic,1322.96,No,No
994,38,Male,4,102.27,One-Year,Fiber Optic,409.08,No,Yes
244,45,Female,7,83.57,One-Year,,669.76,No,No
775,38,Female,28,55.92,One-Year,Fiber Optic,489.87,No,Yes
586,47,Female,38,95.83,Month-to-Month,Fiber Optic,3641.54,Yes,Yes
9280,25,Male,99,62.3,Two-Year,Fiber Optic,6167.7,Yes,No
9083,45,Female,35,39.79,One-Year,DSL,1392.65,No,No
9338,54,Female,53,64.51,One-Year,,3419.03,Yes,No
733,62,Female,5,85.06,One-Year,DSL,278.4,No,Yes
261,52,Male,6,85.73,Two-Year,DSL,3197.76,No,Yes
675,30,Male,9,117.64,Month-to-Month,,1058.76,No,Yes
990,51,Female,77,110.81,Month-to-Month,Fiber Optic,0.0,No,Yes
856,39,Male,5,30.0,Month-to-Month,Fiber Optic,150.0,Yes,Yes
448,35,Male,3,35.0,Two-Year,,105.0,No,Yes
9090,34,Female,77,56.73,One-Year,Fiber Optic,4368.21,Yes,No
866,41,Female,0,37.66,Month-to-Month,Fiber Optic,0.0,Yes,Yes
980,30,Male,0,67.77,Month-to-Month,DSL,1179.08,Yes,Yes
821,66,Male,21,87.4,Month-to-Month,DSL,0.0,No,Yes
677,28,Male,2,34.62,Month-to-Month,,568.15,No,Yes
707,34,Male,0,50.83,Month-to-Month,,1380.08,No,Yes
482,42,Female,79,56.94,Month-to-Month,Fiber Optic,3201.64,Yes,No
467,47,Male,8,75.64,Month-to-Month,,574.24,No,Yes
977,47,Female,0,49.32,Month-to-Month,DSL,1175.58,Yes,Yes
67,48,Female,8,67.77,One-Year,Fiber Optic,899.5,Yes,Yes
607,62,Male,16,65.38,Two-Year,DSL,1264.32,No,Yes
295,48,Female,34,115.63,One-Year,Fiber Optic,3931.42,Yes,Yes
585,47,Male,41,97.72,One-Year,Fiber Optic,296.37,Yes,Yes
589,53,Male,1,109.76,Month-to-Month,Fiber Optic,109.76,No,Yes
810,45,Female,26,68.38,Month-to-Month,DSL,3397.2,No,Yes
340,45,Female,3,38.44,One-Year,Fiber Optic,222.21,Yes,Yes
565,42,Female,2,109.49,Month-to-Month,,1089.72,No,Yes
460,37,Female,19,85.23,Month-to-Month,,2870.52,Yes,No
729,47,Female,5,72.39,Two-Year,DSL,1521.0,No,No
165,44,Male,8,80.13,Month-to-Month,,1607.04,No,Yes
163,57,Male,4,65.29,Two-Year,DSL,2103.36,No,Yes
1000,48,Female,7,103.65,Month-to-Month,Fiber Optic,1428.6,Yes,Yes
67,51,Male,19,45.72,Month-to-Month,,127.58,Yes,Yes
573,54,Female,11,110.13,Month-to-Month,DSL,629.76,Yes,Yes
426,58,Male,30,105.11,Month-to-Month,Fiber Optic,3153.3,Yes,Yes
535,38,Female,13,64.29,One-Year,,835.7700000000001,No,Yes
587,38,Female,2,69.01,One-Year,,170.25,Yes,Yes
804,40,Male,2,100.54,Month-to-Month,DSL,1428.6,Yes,Yes
798,37,Male,1,68.62,One-Year,Fiber Optic,1209.23,No,Yes
473,39,Female,66,86.28,Month-to-Month,,1204.56,No,Yes
599,35,Female,30,65.67,Month-to-Month,DSL,209.91,No,Yes
133,34,Female,7,107.8,Month-to-Month,Fiber Optic,754.6,Yes,Yes
7,60,Male,14,80.32,One-Year,,1124.48,No,Yes
72,46,Female,0,75.03,Month-to-Month,,2400.06,No,Yes
422,62,Female,73,37.1,Two-Year,Fiber Optic,2708.3,Yes,No
179,43,Female,29,46.31,Month-to-Month,DSL,873.84,Yes,Yes
460,35,Male,6,40.64,Month-to-Month,Fiber Optic,402.0,No,No
1,49,Male,1,45.14,One-Year,,1172.75,Yes,Yes
478,40,Female,3,45.29,Two-Year,DSL,2865.0,No,Yes
479,40,Male,22,60.6,Month-to-Month,,296.37,No,Yes
902,63,Female,15,44.51,One-Year,,1513.26,No,Yes
557,40,Female,4,85.15,One-Year,,340.6,No,Yes
562,42,Female,5,108.56,Month-to-Month,,1509.25,No,Yes
643,42,Female,3,50.82,One-Year,Fiber Optic,0.0,Yes,Yes
9023,30,Female,65,61.37,Two-Year,,3989.05,Yes,No
886,34,Female,18,57.65,Two-Year,,1297.6,No,Yes
470,42,Female,1,77.83,Month-to-Month,Fiber Optic,1635.84,No,Yes
571,45,Male,14,67.19,Month-to-Month,,940.66,No,Yes
353,53,Female,11,83.72,Two-Year,Fiber Optic,920.92,Yes,Yes
92,54,Male,18,80.16,Month-to-Month,,1442.88,No,Yes
288,29,Male,14,61.98,Two-Year,,314.15,No,Yes
257,32,Male,10,90.87,Month-to-Month,DSL,143.92,No,Yes
781,26,Male,17,50.7,Month-to-Month,Fiber Optic,0.0,No,Yes
525,52,Male,5,90.66,Month-to-Month,DSL,1179.08,Yes,Yes
863,41,Male,50,88.38,One-Year,Fiber Optic,2755.4,Yes,Yes
538,34,Male,15,80.13,Month-to-Month,,441.49,Yes,Yes
725,38,Female,7,91.92,Month-to-Month,,2103.36,No,Yes
761,56,Female,20,73.96,One-Year,Fiber Optic,3412.92,No,Yes
9053,31,Male,48,52.52,Two-Year,DSL,2520.96,Yes,No
881,66,Female,12,61.92,Month-to-Month,Fiber Optic,3373.8,No,Yes
316,55,Female,36,107.8,Month-to-Month,Fiber Optic,2050.2,No,No
698,32,Male,10,34.62,One-Year,Fiber Optic,346.2,Yes,Yes
739,25,Female,11,80.71,Month-to-Month,Fiber Optic,683.54,No,No
349,37,Male,0,98.45,One-Year,Fiber Optic,0.0,Yes,Yes
986,51,Female,17,56.76,Month-to-Month,Fiber Optic,1148.0,Yes,Yes
806,12,Female,33,92.28,Two-Year,Fiber Optic,84.68,Yes,Yes
9243,35,Female,102,61.85,Two-Year,DSL,6308.7,Yes,No
330,43,Male,46,80.96,Month-to-Month,DSL,1581.45,No,Yes
991,47,Male,14,39.49,One-Year,,2070.46,No,Yes
739,37,Female,2,31.72,Month-to-Month,,839.3,Yes,Yes
772,55,Female,14,93.16,One-Year,Fiber Optic,179.1,No,Yes
9163,33,Male,38,42.96,Two-Year,DSL,1632.48,Yes,No
9147,64,Female,65,42.66,One-Year,DSL,2772.9,Yes,No
346,56,Female,4,68.7,Month-to-Month,Fiber Optic,467.19,No,Yes
175,32,Female,38,47.66,One-Year,,2618.58,Yes,Yes
171,51,Male,7,98.62,Two-Year,,3201.64,No,Yes
454,50,Male,20,109.61,Two-Year,Fiber Optic,2192.2,Yes,Yes
914,60,Female,18,35.13,Month-to-Month,DSL,632.34,No,Yes
79,40,Female,5,95.59,One-Year,Fiber Optic,201.03,Yes,Yes
930,56,Female,2,43.54,Two-Year,DSL,1667.06,No,Yes
590,55,Female,6,116.92,Two-Year,Fiber Optic,893.1,No,Yes
599,36,Female,24,49.68,Month-to-Month,,531.63,No,No
38,25,Female,23,47.55,One-Year,Fiber Optic,1093.65,Yes,No
975,40,Male,5,88.39,Month-to-Month,Fiber Optic,441.95,Yes,Yes
9093,62,Male,48,64.09,Two-Year,,3076.32,Yes,No
984,44,Male,31,65.26,Month-to-Month,DSL,2023.06,Yes,Yes
23,18,Male,10,45.07,Month-to-Month,Fiber Optic,1162.35,Yes,Yes
130,63,Female,16,40.84,Month-to-Month,Fiber Optic,1940.84,Yes,Yes
544,46,Male,20,82.09,One-Year,Fiber Optic,312.87,No,Yes
628,49,Male,17,74.83,One-Year,Fiber Optic,161.44,Yes,No
581,44,Male,4,46.62,Two-Year,DSL,2748.6,Yes,Yes
40,46,Female,9,97.5,Month-to-Month,,877.5,No,Yes
386,57,Male,2,48.4,One-Year,Fiber Optic,1825.32,Yes,Yes
9180,43,Female,56,34.35,One-Year,Fiber Optic,1923.6,Yes,No
170,37,Male,4,93.46,Month-to-Month,Fiber Optic,373.84,Yes,Yes
442,44,Female,18,86.22,Month-to-Month,,2142.0,Yes,Yes
738,54,Female,2,119.33,One-Year,DSL,238.66,Yes,Yes
551,60,Female,25,58.34,One-Year,DSL,1013.1,Yes,Yes
9012,69,Female,63,63.0,One-Year,DSL,3969.0,Yes,No
211,47,Female,3,98.61,Two-Year,DSL,927.68,No,Yes
885,38,Male,19,66.24,Month-to-Month,DSL,949.46,No,Yes
577,47,Female,99,59.27,Month-to-Month,Fiber Optic,167.48,Yes,Yes
635,34,Female,17,114.47,Month-to-Month,DSL,1945.99,Yes,Yes
278,66,Female,2,84.62,One-Year,DSL,1253.7,No,Yes
913,50,Male,30,97.52,Two-Year,DSL,1473.6,Yes,Yes
853,44,Female,24,52.58,Month-to-Month,Fiber Optic,457.94,No,Yes
908,35,Female,10,114.75,Month-to-Month,DSL,1094.55,No,Yes
582,47,Female,8,112.48,One-Year,Fiber Optic,619.58,Yes,Yes
693,37,Female,5,93.19,One-Year,,0.0,Yes,Yes
580,56,Female,12,67.73,One-Year,DSL,812.76,Yes,No
329,51,Male,9,52.47,Two-Year,DSL,472.23,No,Yes
313,36,Male,0,60.64,One-Year,,736.1,Yes,No
893,55,Female,35,92.41,Two-Year,DSL,3234.35,Yes,No
13,50,Female,7,92.52,One-Year,,126.52,Yes,Yes
781,46,Male,58,68.62,One-Year,Fiber Optic,3979.96,Yes,No
571,37,Female,32,54.26,One-Year,,387.0,No,Yes
160,51,Female,2,45.06,Month-to-Month,DSL,90.12,Yes,Yes
170,36,Female,0,104.01,Month-to-Month,,351.2,No,Yes
550,39,Male,8,72.96,Month-to-Month,,636.36,No,Yes
64,47,Male,32,71.97,Two-Year,Fiber Optic,0.0,No,Yes
62,43,Male,1,64.45,One-Year,,64.45,No,Yes
850,39,Female,9,88.48,Two-Year,DSL,796.32,No,Yes
271,42,Male,0,111.02,Two-Year,Fiber Optic,559.44,Yes,Yes
9227,61,Female,113,48.97,One-Year,,5533.61,Yes,No
252,30,Female,14,81.41,One-Year,,86.92,No,Yes
286,51,Female,2,83.54,Month-to-Month,,2193.4,No,No
764,47,Female,9,85.76,One-Year,Fiber Optic,838.5,No,Yes
661,60,Female,9,114.04,Two-Year,,4186.35,No,Yes
320,23,Female,2,85.03,Month-to-Month,Fiber Optic,510.36,No,Yes
238,39,Male,20,108.36,Two-Year,Fiber Optic,1532.86,No,Yes
82,38,Female,67,33.63,Month-to-Month,DSL,667.32,No,Yes
887,55,Male,52,50.93,Month-to-Month,DSL,3177.19,Yes,Yes
25,41,Male,40,79.18,Month-to-Month,DSL,540.3,Yes,Yes
54,51,Male,0,51.74,One-Year,Fiber Optic,0.0,No,Yes
9224,27,Male,115,46.45,Two-Year,,5341.75,Yes,No
566,54,Male,78,42.11,One-Year,,2070.46,No,Yes
180,49,Female,38,98.62,Two-Year,Fiber Optic,2005.74,Yes,No
259,49,Male,1,42.97,Month-to-Month,,42.97,No,Yes
506,40,Female,47,114.45,Month-to-Month,DSL,5379.150000000001,Yes,Yes
753,35,Female,10,106.55,Month-to-Month,,1065.5,No,Yes
297,55,Male,11,111.72,One-Year,DSL,1336.64,No,Yes
218,42,Male,14,103.53,One-Year,,1449.42,No,Yes
825,40,Female,6,56.4,Month-to-Month,DSL,338.4,No,Yes
964,49,Female,8,100.38,Month-to-Month,DSL,1330.7,Yes,Yes
9343,28,Male,31,46.52,Two-Year,DSL,1442.12,Yes,No
106,34,Male,3,64.45,One-Year,,214.5,Yes,Yes
988,39,Female,8,90.87,One-Year,,896.97,Yes,Yes
9186,67,Female,96,31.27,Two-Year,DSL,3001.92,Yes,No
684,55,Male,9,75.22,One-Year,DSL,857.5,No,Yes
867,44,Male,26,90.97,Two-Year,Fiber Optic,2273.48,No,Yes
773,56,Female,17,36.67,One-Year,,317.2,Yes,No
341,51,Male,9,57.52,One-Year,DSL,1248.8,Yes,Yes
9030,26,Male,24,35.78,Two-Year,DSL,858.72,Yes,No
978,59,Female,20,66.06,Month-to-Month,Fiber Optic,985.14,No,Yes
34,47,Female,10,50.83,Month-to-Month,Fiber Optic,2722.8,No,Yes
382,58,Male,5,71.96,Month-to-Month,DSL,443.04,No,Yes
772,39,Male,67,118.12,Month-to-Month,Fiber Optic,7914.04,Yes,Yes
9129,49,Female,40,40.43,Two-Year,Fiber Optic,1617.2,Yes,No
9079,59,Male,36,58.3,Two-Year,DSL,2098.8,Yes,No
869,31,Female,8,113.38,Month-to-Month,Fiber Optic,5994.88,Yes,Yes
795,28,Female,62,42.87,Month-to-Month,DSL,587.86,No,Yes
893,45,Male,14,82.36,One-Year,Fiber Optic,427.04,Yes,Yes
825,50,Male,28,75.22,Month-to-Month,,2552.87,Yes,Yes
44,35,Male,6,35.62,Month-to-Month,Fiber Optic,202.35,Yes,Yes
792,35,Female,31,88.46,Month-to-Month,,137.64,Yes,Yes
438,51,Female,33,55.61,One-Year,,1297.6,Yes,Yes
680,37,Female,14,95.72,One-Year,Fiber Optic,353.4,No,Yes
211,56,Female,23,98.45,One-Year,DSL,416.26,No,Yes
807,47,Male,49,79.33,One-Year,Fiber Optic,3887.17,No,Yes
671,37,Female,44,85.03,Month-to-Month,DSL,2377.71,No,Yes
137,31,Female,8,66.18,Month-to-Month,DSL,151.06,No,Yes
336,75,Female,10,36.93,One-Year,,201.03,No,Yes
670,45,Male,7,51.63,One-Year,DSL,247.68,Yes,Yes
68,47,Male,14,33.51,One-Year,,2865.0,Yes,Yes
9043,46,Male,56,49.41,One-Year,Fiber Optic,2766.96,Yes,No
389,45,Female,4,110.81,One-Year,DSL,1297.56,No,Yes
964,52,Male,45,66.06,Two-Year,DSL,2972.7000000000003,Yes,No
9238,54,Male,51,53.47,One-Year,,2726.97,Yes,No
270,60,Female,52,107.95,Month-to-Month,,42.97,Yes,Yes
817,47,Male,25,36.25,One-Year,,906.25,No,Yes
399,43,Male,66,61.06,Month-to-Month,,4029.96,No,Yes
585,46,Female,8,75.22,Month-to-Month,DSL,601.76,No,Yes
949,44,Female,24,67.11,One-Year,,1610.64,No,Yes
705,29,Male,22,81.48,Month-to-Month,Fiber Optic,1792.5600000000002,Yes,Yes
432,24,Female,5,38.31,Two-Year,DSL,191.55,Yes,Yes
487,50,Female,50,114.65,One-Year,Fiber Optic,341.44,No,Yes
293,39,Male,5,41.34,One-Year,,206.7,No,Yes
146,52,Male,15,77.49,Two-Year,DSL,1162.35,Yes,No
324,65,Female,7,45.76,Two-Year,DSL,320.32,No,Yes
346,60,Female,22,37.95,One-Year,,700.56,No,No
878,48,Female,23,86.16,Month-to-Month,Fiber Optic,1155.96,Yes,Yes
229,69,Female,31,59.88,Month-to-Month,,291.85,Yes,Yes
172,41,Female,14,77.69,Month-to-Month,DSL,2121.24,No,Yes
3,51,Female,2,63.79,Month-to-Month,Fiber Optic,127.58,No,Yes
52,42,Male,26,72.65,Two-Year,Fiber Optic,392.52,No,Yes
577,47,Female,44,44.11,Month-to-Month,Fiber Optic,1940.84,Yes,Yes
9346,43,Male,25,54.26,One-Year,DSL,1356.5,No,No
340,39,Male,21,73.75,Two-Year,DSL,1548.75,Yes,No
223,45,Female,4,73.07,One-Year,Fiber Optic,2970.54,No,Yes
973,48,Male,13,42.34,Two-Year,Fiber Optic,2285.04,Yes,Yes
926,29,Female,3,85.23,Month-to-Month,,255.69,No,Yes
266,32,Male,24,104.01,Month-to-Month,,2496.24,No,Yes
377,53,Female,24,95.21,One-Year,Fiber Optic,2285.04,Yes,No
176,54,Male,50,53.49,One-Year,Fiber Optic,2342.25,No,Yes
897,68,Female,39,66.76,Month-to-Month,Fiber Optic,805.22,No,No
564,62,Female,10,42.97,One-Year,,1340.88,No,Yes
272,30,Male,6,90.05,Month-to-Month,,540.3,No,Yes
697,48,Female,16,97.72,Month-to-Month,Fiber Optic,1563.52,Yes,Yes
9317,58,Male,72,58.16,One-Year,DSL,4187.52,Yes,No
245,32,Female,21,48.95,Month-to-Month,DSL,1027.95,Yes,Yes
9140,57,Female,100,48.97,Two-Year,DSL,4897.0,Yes,No
477,50,Female,32,60.96,Month-to-Month,DSL,1950.72,Yes,Yes
577,49,Male,29,81.66,Two-Year,DSL,2170.74,No,Yes
662,65,Female,11,71.36,Month-to-Month,DSL,1090.75,Yes,Yes
814,46,Female,19,81.92,Two-Year,,1556.48,No,Yes
665,38,Female,23,56.23,One-Year,Fiber Optic,1373.4,Yes,No
301,47,Female,11,37.45,Month-to-Month,,844.16,Yes,Yes
966,37,Male,6,50.82,One-Year,DSL,377.28,Yes,Yes
12,39,Female,18,40.83,Two-Year,Fiber Optic,1376.76,Yes,Yes
9109,58,Female,95,26.0,One-Year,Fiber Optic,2470.0,Yes,No
9294,26,Female,113,40.69,Two-Year,DSL,4597.97,Yes,No
693,47,Male,60,70.41,Two-Year,,238.66,No,Yes
717,39,Male,17,43.43,One-Year,Fiber Optic,729.08,No,Yes
252,45,Female,7,78.63,One-Year,,1657.37,No,Yes
251,32,Female,1,37.45,Month-to-Month,DSL,37.45,Yes,Yes
414,57,Female,6,116.7,One-Year,,700.2,No,Yes
546,37,Male,28,32.94,Two-Year,DSL,922.32,Yes,No
433,46,Female,79,67.55,Two-Year,Fiber Optic,506.28,No,Yes
739,61,Female,6,44.06,Month-to-Month,Fiber Optic,264.36,Yes,Yes
311,42,Male,0,104.31,Two-Year,,0.0,No,Yes
9207,61,Male,68,28.46,Two-Year,,1935.28,No,No
894,56,Female,31,93.06,Month-to-Month,DSL,2884.86,Yes,Yes
984,39,Female,4,95.83,One-Year,DSL,1173.92,Yes,No
405,44,Male,7,77.84,Month-to-Month,,0.0,Yes,No
9244,59,Male,52,67.49,Two-Year,DSL,3509.48,Yes,No
16,39,Female,41,89.11,Two-Year,Fiber Optic,3653.51,Yes,No
33,47,Female,23,110.13,Month-to-Month,,377.44,No,Yes
722,27,Female,10,110.61,Month-to-Month,Fiber Optic,1106.1,Yes,Yes
436,54,Male,14,54.97,Month-to-Month,Fiber Optic,203.28,No,Yes
477,34,Female,6,119.8,One-Year,Fiber Optic,1532.86,No,Yes
982,49,Female,13,60.43,Month-to-Month,Fiber Optic,785.59,Yes,Yes
318,48,Female,6,42.19,Month-to-Month,Fiber Optic,2638.13,No,Yes
379,55,Male,38,98.45,Month-to-Month,Fiber Optic,2258.16,No,Yes
266,41,Female,0,70.2,One-Year,Fiber Optic,2807.05,No,Yes
751,42,Female,4,50.19,One-Year,Fiber Optic,502.92,Yes,Yes
8,53,Female,54,88.39,Month-to-Month,Fiber Optic,456.4,Yes,Yes
729,40,Male,1,41.55,One-Year,Fiber Optic,584.6,Yes,Yes
364,49,Male,21,111.95,One-Year,Fiber Optic,2350.9500000000003,Yes,Yes
983,35,Female,8,41.41,Two-Year,,331.28,No,Yes
183,34,Female,2,73.96,One-Year,,147.92,No,Yes
986,33,Male,4,96.09,Month-to-Month,Fiber Optic,384.36,Yes,Yes
9205,47,Male,71,30.19,Two-Year,,2143.49,No,No
905,46,Male,11,33.51,Two-Year,,4747.21,No,Yes
52,40,Female,14,107.22,Month-to-Month,,262.99,Yes,Yes
287,47,Female,2,49.0,Month-to-Month,Fiber Optic,3944.96,No,Yes
193,32,Male,5,51.1,Month-to-Month,DSL,2937.5,Yes,Yes
751,51,Male,31,32.25,One-Year,Fiber Optic,2050.2,Yes,Yes
188,44,Male,3,112.92,One-Year,,338.76,No,Yes
620,47,Female,21,65.56,Two-Year,DSL,1376.76,Yes,No
313,39,Male,4,63.53,Month-to-Month,,1131.26,No,Yes
357,43,Male,6,32.58,Two-Year,Fiber Optic,0.0,No,Yes
270,60,Male,10,93.85,Month-to-Month,Fiber Optic,747.18,Yes,Yes
322,47,Female,10,61.61,Month-to-Month,Fiber Optic,267.69,Yes,Yes
635,47,Female,63,89.55,Two-Year,Fiber Optic,512.55,No,Yes
615,69,Male,5,33.53,Two-Year,Fiber Optic,167.65,Yes,Yes
111,46,Female,8,38.09,Month-to-Month,Fiber Optic,2975.4,Yes,Yes
197,56,Male,8,48.2,One-Year,,649.18,Yes,Yes
402,39,Male,7,90.11,One-Year,Fiber Optic,630.77,Yes,Yes
995,34,Female,1,78.63,Month-to-Month,DSL,78.63,No,Yes
935,49,Female,14,93.16,One-Year,Fiber Optic,1304.24,Yes,No
372,49,Female,21,44.46,Two-Year,,933.66,No,Yes
749,42,Male,79,32.51,One-Year,,0.0,Yes,Yes
522,47,Female,13,53.38,Two-Year,DSL,3653.51,No,Yes
594,48,Female,36,66.29,One-Year,Fiber Optic,2386.44,Yes,No
848,55,Female,31,69.44,Month-to-Month,Fiber Optic,812.76,No,Yes
727,45,Female,23,90.51,Two-Year,,2081.73,No,Yes
827,60,Female,1,92.8,Month-to-Month,DSL,92.8,Yes,Yes
821,31,Male,5,114.45,Two-Year,DSL,893.1,No,Yes
9001,35,Female,106,29.5,One-Year,,3127.0,Yes,No
688,41,Female,33,50.35,Two-Year,DSL,1661.55,No,Yes
22,61,Female,2,108.16,Two-Year,,2157.96,No,No
137,37,Female,82,98.11,Month-to-Month,Fiber Optic,8045.019999999999,No,Yes
571,37,Female,5,61.93,One-Year,Fiber Optic,267.69,No,No
629,45,Female,9,119.13,Month-to-Month,DSL,1072.17,Yes,Yes
335,54,Female,20,97.52,Month-to-Month,,1950.4,No,Yes
963,49,Female,10,102.81,One-Year,DSL,1149.96,Yes,Yes
391,36,Female,2,113.62,Month-to-Month,Fiber Optic,227.24,Yes,Yes
141,44,Female,17,93.46,One-Year,,4132.8,No,Yes
977,51,Female,12,97.61,Month-to-Month,Fiber Optic,391.62,Yes,No
9011,55,Female,85,66.7,Two-Year,DSL,5669.5,Yes,No
711,47,Male,47,62.5,One-Year,Fiber Optic,2937.5,Yes,No
987,48,Male,30,81.92,Month-to-Month,Fiber Optic,3685.74,No,No
9044,58,Male,31,53.4,Two-Year,,1655.4,No,No
37,39,Female,6,118.86,Month-to-Month,Fiber Optic,3944.96,Yes,Yes
351,35,Male,42,71.96,Month-to-Month,,3522.0,Yes,No
9077,59,Female,87,50.92,Two-Year,DSL,4430.04,Yes,No
9088,69,Male,106,51.16,Two-Year,DSL,5422.96,No,No
1,49,Male,1,45.79,Month-to-Month,,560.64,Yes,Yes
206,37,Male,78,32.74,Month-to-Month,DSL,1151.64,No,Yes
242,44,Female,10,41.34,One-Year,,571.5,No,Yes
767,57,Female,21,98.79,Two-Year,,2285.04,Yes,Yes
908,63,Female,50,92.41,Two-Year,DSL,957.2,Yes,Yes
928,25,Male,26,104.79,Month-to-Month,Fiber Optic,184.83,Yes,Yes
339,49,Female,24,38.44,Month-to-Month,DSL,922.56,Yes,Yes
